INPUT:link	OUTPUT:age	OUTPUT:code	OUTPUT:gender	OUTPUT:nickname	GOLDEN:age	GOLDEN:code	GOLDEN:gender	GOLDEN:nickname	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:rejected	ASSIGNMENT:skipped	ASSIGNMENT:expired	ASSIGNMENT:reward	ACCEPT:verdict	ACCEPT:comment
TAIA first pull	39	S8JMfzgvzT	Женский	Нюша							https://toloka.yandex.ru/task/23846483/00016bde53--60926c9ad2eb476f0651e267	00016bde53--60926c9ad2eb476f0651e267	27a1838dffa0a5c3aaec51ed69993920	SUBMITTED	2021-05-05T09:59:54.578	2021-05-05T10:19:29.041					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926c9b03acb656d053b8da	00016bde53--60926c9b03acb656d053b8da	5e66b2acc55dc57c55a52c774de6064d	EXPIRED	2021-05-05T09:59:55.201					2021-05-05T11:01:35.201	0.7000000000		
TAIA first pull	32	S8JMfzgvzT	женский	12345							https://toloka.yandex.ru/task/23846483/00016bde53--60926c9c0f15e875b171c32a	00016bde53--60926c9c0f15e875b171c32a	dac98fa2cacba93b85c24fc5ec3ec5f8	SUBMITTED	2021-05-05T09:59:56.366	2021-05-05T10:12:55.116					0.7000000000		
TAIA first pull	22	S8JMfzgvzT	Муж	Банана							https://toloka.yandex.ru/task/23846483/00016bde53--60926c9d38310858416c288d	00016bde53--60926c9d38310858416c288d	7c0ee622bad2970c1b7620ddc05f8b14	SUBMITTED	2021-05-05T09:59:57.448	2021-05-05T10:18:19.301					0.7000000000		
TAIA first pull	38	S8JMfzgvzT	женксий	verika							https://toloka.yandex.ru/task/23846483/00016bde53--60926c9dac6a313e5c773922	00016bde53--60926c9dac6a313e5c773922	d3748f53e3c755c7d19dc958ccaa833a	SUBMITTED	2021-05-05T09:59:57.631	2021-05-05T10:14:30.963					0.7000000000		
TAIA first pull	33	S8JMfzgvzT	Мужские	Леха							https://toloka.yandex.ru/task/23846483/00016bde53--60926c9e1e05b21892c7716d	00016bde53--60926c9e1e05b21892c7716d	39f38b785f6f6d96331bad96a5b31e8d	SUBMITTED	2021-05-05T09:59:58.205	2021-05-05T10:13:40.489					0.7000000000		
TAIA first pull	42	S8JMfzgvzT	муж	KVV							https://toloka.yandex.ru/task/23846483/00016bde53--60926c9e5b31ab7f1cc816d4	00016bde53--60926c9e5b31ab7f1cc816d4	b4bc828f112bcfb9414e227258747a46	SUBMITTED	2021-05-05T09:59:58.318	2021-05-05T10:28:53.910					0.7000000000		
TAIA first pull	28	S8JMfzgvzT	Мужской	sveni00							https://toloka.yandex.ru/task/23846483/00016bde53--60926c9f6d35fb117bc34027	00016bde53--60926c9f6d35fb117bc34027	80644a47d03bddea91eaf614519aebbf	SUBMITTED	2021-05-05T09:59:59.536	2021-05-05T10:34:16.121					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Мужской	Evgen3236							https://toloka.yandex.ru/task/23846483/00016bde53--60926ca356141137121a1335	00016bde53--60926ca356141137121a1335	e491be8ccb9c42cd5d631be427cba6a8	SUBMITTED	2021-05-05T10:00:03.843	2021-05-05T10:14:57.538					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926ca656141137121a1365	00016bde53--60926ca656141137121a1365	73fd764afaa3cfd7b3df1d69ec3a8aed	EXPIRED	2021-05-05T10:00:06.671					2021-05-05T10:03:57.168	0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926ca69d367069240c8178	00016bde53--60926ca69d367069240c8178	7af4e9c8ef66ac983a434deebfecb3d3	EXPIRED	2021-05-05T10:00:06.035					2021-05-05T11:01:46.035	0.7000000000		
TAIA first pull	34	S8JMfzgvzT	Мужской	Берсерк							https://toloka.yandex.ru/task/23846483/00016bde53--60926ca8d207773d90489560	00016bde53--60926ca8d207773d90489560	e6511d10faec46b77f83d9b7540dac84	SUBMITTED	2021-05-05T10:00:08.031	2021-05-05T10:18:03.396					0.7000000000		
TAIA first pull	33	S8JMfzgvzT	Мужской	kanisdomeni							https://toloka.yandex.ru/task/23846483/00016bde53--60926caebb4ccb009fbf7802	00016bde53--60926caebb4ccb009fbf7802	344a322de219447637dea328ad217e9b	SUBMITTED	2021-05-05T10:00:14.778	2021-05-05T10:21:00.535					0.7000000000		
TAIA first pull	34	S8JMfzgvzT	Мужской	Mib							https://toloka.yandex.ru/task/23846483/00016bde53--60926caed207773d90489600	00016bde53--60926caed207773d90489600	e6aa2e1af2f298ac0966e515fd00419f	SUBMITTED	2021-05-05T10:00:14.512	2021-05-05T10:13:05.765					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926cafaae371406960ada5	00016bde53--60926cafaae371406960ada5	38d36ae6fa0aea05f1c45531e88a1b89	EXPIRED	2021-05-05T10:00:15.739					2021-05-05T11:01:55.739	0.7000000000		
TAIA first pull	22	S8JMfzgvzT	женский	Тамара							https://toloka.yandex.ru/task/23846483/00016bde53--60926cb7d159ef4ffa6ddc80	00016bde53--60926cb7d159ef4ffa6ddc80	5513710bcb66dfbb5b583b41cd1330ee	SUBMITTED	2021-05-05T10:00:23.022	2021-05-05T10:16:05.199					0.7000000000		
TAIA first pull	45	S8JMfzgvzT	мужской	radiogorka2020							https://toloka.yandex.ru/task/23846483/00016bde53--60926cbaf941c07be7ea6ce7	00016bde53--60926cbaf941c07be7ea6ce7	62a4b3e60e076975e121fe20fbdfbfbf	SUBMITTED	2021-05-05T10:00:26.423	2021-05-05T10:14:39.960					0.7000000000		
TAIA first pull	65	S8JMfzgvzT	Женский	Рахиля							https://toloka.yandex.ru/task/23846483/00016bde53--60926cc05549355605164c66	00016bde53--60926cc05549355605164c66	ac051e4f35c7afa539b12d732ee71e1b	SUBMITTED	2021-05-05T10:00:32.875	2021-05-05T10:10:49.982					0.7000000000		
TAIA first pull	39	S8JMfzgvzT	Женский	Лина							https://toloka.yandex.ru/task/23846483/00016bde53--60926cc496495b392ff24d88	00016bde53--60926cc496495b392ff24d88	5ccbb2b0fa885ea8a66f1e81a49aa214	SUBMITTED	2021-05-05T10:00:36.351	2021-05-05T10:19:49.012					0.7000000000		
TAIA first pull	47	S8JMfzgvzT	Женский	Mila							https://toloka.yandex.ru/task/23846483/00016bde53--60926cc74a2a157622538906	00016bde53--60926cc74a2a157622538906	4365f33056ddec6bd1fba079ff4155b4	SUBMITTED	2021-05-05T10:00:39.790	2021-05-05T10:13:27.467					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	м	мут							https://toloka.yandex.ru/task/23846483/00016bde53--60926ccee313a106d84eb612	00016bde53--60926ccee313a106d84eb612	9d46d4f03bbafdf8af7b3e5d2367bbd2	SUBMITTED	2021-05-05T10:00:46.135	2021-05-05T10:34:35.810					0.7000000000		
TAIA first pull	26	S8JMfzgvzT	Мужской	Straw							https://toloka.yandex.ru/task/23846483/00016bde53--60926d02d159ef4ffa6de0bb	00016bde53--60926d02d159ef4ffa6de0bb	849cf83dc301dbc10db60529e17af1b5	SUBMITTED	2021-05-05T10:01:38.082	2021-05-05T10:11:32.897					0.7000000000		
TAIA first pull	26	S8JMfzgvzT	Женский	great.sorrow							https://toloka.yandex.ru/task/23846483/00016bde53--60926d19fd5c7a5a8e7f9525	00016bde53--60926d19fd5c7a5a8e7f9525	9011f0051f82338e153743d2dd2662bf	SUBMITTED	2021-05-05T10:02:01.897	2021-05-05T10:14:27.578					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Мужской 	Иван 							https://toloka.yandex.ru/task/23846483/00016bde53--60926d585549355605165557	00016bde53--60926d585549355605165557	b5b3471129462e5fb2a321a227c3a724	SUBMITTED	2021-05-05T10:03:04.517	2021-05-05T10:09:18.191					0.7000000000		
TAIA first pull	38	S8JMfzgvzT	Муж	eeg							https://toloka.yandex.ru/task/23846483/00016bde53--60926d915b31ab7f1cc826f8	00016bde53--60926d915b31ab7f1cc826f8	437ebce9ca680061fb6e0f027f77e479	SUBMITTED	2021-05-05T10:04:01.624	2021-05-05T10:15:32.193					0.7000000000		
TAIA first pull	43	S8JMfzgvzT	муж	tosla16							https://toloka.yandex.ru/task/23846483/00016bde53--609271430f15e875b17238ca	00016bde53--609271430f15e875b17238ca	c3a0c4f7c96762275367f16ca973354b	SUBMITTED	2021-05-05T10:19:47.082	2021-05-05T10:39:19.468					0.7000000000		
TAIA first pull	40	S8JMfzgvzT	мужской	джон							https://toloka.yandex.ru/task/23846483/00016bde53--6092723d0fcbf23df07050a5	00016bde53--6092723d0fcbf23df07050a5	2ad231711b7f8a62831b4730810f19a2	SUBMITTED	2021-05-05T10:23:57.828	2021-05-05T10:38:50.351					0.7000000000		
TAIA first pull	29	S8JMfzgvzT	М	alexeikorte							https://toloka.yandex.ru/task/23846483/00016bde53--609272400f8c700461b91d02	00016bde53--609272400f8c700461b91d02	f4c54ae06a12ebf47ad2b78fedddeccb	SUBMITTED	2021-05-05T10:24:00.912	2021-05-05T10:51:42.303					0.7000000000		
TAIA first pull	35	S8JMfzgvzT	женский	krestinnna							https://toloka.yandex.ru/task/23846483/00016bde53--6092739f57f2744231d3fada	00016bde53--6092739f57f2744231d3fada	4296e48b28303f19f487c8c0ec71c3d7	SUBMITTED	2021-05-05T10:29:51.578	2021-05-05T10:56:15.268					0.7000000000		
TAIA first pull	42	S8JMfzgvzT	мужской	r0ma5hka							https://toloka.yandex.ru/task/23846483/00016bde53--609275d60f15e875b17293b8	00016bde53--609275d60f15e875b17293b8	d303a39d097d81450b2172ef935e301c	SUBMITTED	2021-05-05T10:39:18.897	2021-05-05T10:58:17.513					0.7000000000		
TAIA first pull	27	S8JMfzgvzT	женский	Рири94							https://toloka.yandex.ru/task/23846483/00016bde53--609278a34a2a157622546f08	00016bde53--609278a34a2a157622546f08	08b7ee573ab50b1077834d7900c7511f	SUBMITTED	2021-05-05T10:51:15.032	2021-05-05T11:02:01.214					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--609278d3ca4cce13cb50c95e	00016bde53--609278d3ca4cce13cb50c95e	f5606f005b1013899df4c4313f4dcff6	EXPIRED	2021-05-05T10:52:03.891					2021-05-05T10:52:33.668	0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--609278f5d159ef4ffa6ecbc1	00016bde53--609278f5d159ef4ffa6ecbc1	c5f40b0bbe088bf075d6a3aab5877175	EXPIRED	2021-05-05T10:52:37.250					2021-05-05T10:56:06.712	0.7000000000		
TAIA first pull	39	S8JMfzgvzT	женский	lahmi							https://toloka.yandex.ru/task/23846483/00016bde53--609279059fe36f17d700fe45	00016bde53--609279059fe36f17d700fe45	52a0ca65c13f81d734ace3fc82496f20	SUBMITTED	2021-05-05T10:52:53.625	2021-05-05T11:08:34.377					0.7000000000		
TAIA first pull	28	S8JMfzgvzT	мужской	Аллкисс							https://toloka.yandex.ru/task/23846483/00016bde53--60927914ac6a313e5c784452	00016bde53--60927914ac6a313e5c784452	b9170e99c55d1499eb6089a91e476eeb	SUBMITTED	2021-05-05T10:53:08.036	2021-05-05T11:11:48.043					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Женский	Ольга							https://toloka.yandex.ru/task/23846483/00016bde53--609279b696495b392ff34d6b	00016bde53--609279b696495b392ff34d6b	7f1496be7d751d940a24dbf3fa544d00	SUBMITTED	2021-05-05T10:55:50.327	2021-05-05T11:09:19.816					0.7000000000		
TAIA first pull	25	S8JMfzgvzT	Мужской	Бмв777							https://toloka.yandex.ru/task/23846483/00016bde53--609279bfd207773d904a08c8	00016bde53--609279bfd207773d904a08c8	00c41283145730cd91ca602b8703ba2c	SUBMITTED	2021-05-05T10:55:59.822	2021-05-05T11:08:38.174					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Женский	Топотушки							https://toloka.yandex.ru/task/23846483/00016bde53--609279c6078ece51893bde6f	00016bde53--609279c6078ece51893bde6f	ea5759eb664f9dd5ecd4f7d0a424b232	SUBMITTED	2021-05-05T10:56:06.024	2021-05-05T11:09:37.934					0.7000000000		
TAIA first pull	45	S8JMfzgvzT	мужской	vlads99							https://toloka.yandex.ru/task/23846483/00016bde53--609279c84a2a15762254812a	00016bde53--609279c84a2a15762254812a	d8b65338d907a1d7ae153e8e503d2653	SUBMITTED	2021-05-05T10:56:08.009	2021-05-05T11:12:42.301					0.7000000000		
TAIA first pull	54	S8JMfzgvzT	мужчина	supernature							https://toloka.yandex.ru/task/23846483/00016bde53--60927a02d95ac73c356fa61b	00016bde53--60927a02d95ac73c356fa61b	57218daad5e01c3e3c72558b9ad79c7f	SUBMITTED	2021-05-05T10:57:06.758	2021-05-05T11:20:33.967					0.7000000000		
TAIA first pull	50	S8JMfzgvzT	женский	Аля							https://toloka.yandex.ru/task/23846483/00016bde53--60927a42814acf0f3db1ab96	00016bde53--60927a42814acf0f3db1ab96	4e83e2fab5e236f500d059895e13e21f	SUBMITTED	2021-05-05T10:58:10.926	2021-05-05T11:17:42.177					0.7000000000		
TAIA first pull	34	S8JMfzgvzT	мужской	SkyNet							https://toloka.yandex.ru/task/23846483/00016bde53--60927a7156141137121b2fa8	00016bde53--60927a7156141137121b2fa8	4fe33b893e4a674e65aadc72ba3e092c	SUBMITTED	2021-05-05T10:58:57.834	2021-05-05T11:27:06.347					0.7000000000		
TAIA first pull	37	S8JMfzgvzT	мужской	bolshoj							https://toloka.yandex.ru/task/23846483/00016bde53--60927aabe313a106d84fd82e	00016bde53--60927aabe313a106d84fd82e	7baffee4197fbb24668b84a094b4c38e	SUBMITTED	2021-05-05T10:59:55.372	2021-05-05T11:12:41.869					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60927aadfd5c7a5a8e80c4c0	00016bde53--60927aadfd5c7a5a8e80c4c0	3abac00461fd5927815b9a329598f015	EXPIRED	2021-05-05T10:59:57.700					2021-05-05T11:01:05.848	0.7000000000		
TAIA first pull	39	S8JMfzgvzT	женский	ivanowa0x4na							https://toloka.yandex.ru/task/23846483/00016bde53--60927ab3d2eb476f06533385	00016bde53--60927ab3d2eb476f06533385	31985f8911f699b79a2df0445b65b9d9	SUBMITTED	2021-05-05T11:00:03.165	2021-05-05T11:54:23.407					0.7000000000		
TAIA first pull	27	S8JMfzgvzT	Женский	Сония							https://toloka.yandex.ru/task/23846483/00016bde53--60927af4bb4ccb009fc0de29	00016bde53--60927af4bb4ccb009fc0de29	3921e53e914a0e5973a5163a82fa1a8e	SUBMITTED	2021-05-05T11:01:08.906	2021-05-05T11:01:35.384					0.7000000000		
TAIA first pull	41	S8JMfzgvzT	женский	nyuta							https://toloka.yandex.ru/task/23846483/00016bde53--60927b6870a1e819bcdcdfd7	00016bde53--60927b6870a1e819bcdcdfd7	b7d8258997bc19ce3e32d5bd34a00d2a	SUBMITTED	2021-05-05T11:03:04.676	2021-05-05T11:10:50.584					0.7000000000		
TAIA first pull	20	S8JMfzgvzT	Мужской	DFoxy							https://toloka.yandex.ru/task/23846483/00016bde53--60927b69fd5c7a5a8e80d3fa	00016bde53--60927b69fd5c7a5a8e80d3fa	6cab61695363dc73175cfe12acc786dc	SUBMITTED	2021-05-05T11:03:05.630	2021-05-05T11:18:23.768					0.7000000000		
TAIA first pull	30	S8JMfzgvzT	женский	мона							https://toloka.yandex.ru/task/23846483/00016bde53--60927b6f38310858416d4e11	00016bde53--60927b6f38310858416d4e11	c9f29616b7c56d347549ed08a69fc504	SUBMITTED	2021-05-05T11:03:11.366	2021-05-05T12:00:40.476					0.7000000000		
